,Unnamed: 0,User,Tweet,Polarity Score,Neutral Score,Negative Score,Positive Score,Sentiment
142,142,Siyanda_Sibiya1,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
143,143,findingdhany,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
144,144,iamsolabode,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
145,145,mason99isback,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
146,146,el_jugo8,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
147,147,ManLikeLeOo,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
148,148,viido7,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
149,149,adamcardy29,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
150,150,kenechukwu___,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
151,151,Cheikh2306_,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
152,152,teeknx,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
153,153,fawaaz_sanni,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
154,154,ayo_AAO,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
155,155,wurtabj,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
156,156,MattyEavesy24,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
157,157,JBraggaaa,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
158,158,Phislash,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
159,159,wildoation1,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
160,160,lukeb96,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
161,161,SadiqMalami3,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
162,162,Grand__Master_M,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
163,163,dnlsykrnz,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
164,164,Rihabtweets,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
165,165,M21Xdl,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
166,166,_joewallace,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
167,167,yomaynhass,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
168,168,official_kendam,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
169,169,WitNeshMe,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
170,170,iamthebongman,"@cantonadieu @bally03 @ManCity Not 400k, not 450k. That works out at 20m a year x5 years = 100m
Plus 52m = 152m 
Sancho actually cost more.
350k a week and 85m transfer fee. But thats a great deal 🤣🤣🤣",0.6249,0.889,0.0,0.111,Positive
171,171,TimmyBlaize2,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
172,172,95chivs,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
173,173,pepisbald,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
174,174,Abdulkadeer1975,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
175,175,JamesManeely,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
176,176,Nas_Islam,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
177,177,Thandsssss,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
178,178,JakeWBA97,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
179,179,KG_The_Mbaa,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
180,180,GodswillOkokon,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
181,181,Adam88535617,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
182,182,tuzyorizu,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
183,183,ReeceEmmo,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
184,184,rock_star876,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
185,185,RoronoaZoroSZN,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
186,186,kathy121255,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
187,187,AFC_Ryan__,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
188,188,RRRRRRANQ,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
189,189,EFCparkender,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
190,190,hashim2351,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
191,191,Jacobcarter111,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
192,192,Kavinaldo_AFC,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
193,193,Kuriosity19,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
194,194,capodeimerguez,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
195,195,aIbiFCB7,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
196,196,TahitiForlife,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
197,197,_nigerianjollof,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
198,198,sundaresa12,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
199,199,SweenDean,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
200,200,Rokib_C,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
201,201,grecianm24,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
202,202,Stonertrey1,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
203,203,marcusalex95,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
204,204,DJdjpollard,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
205,205,nene_mcfc,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
206,206,owenmillar_11,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
207,207,issudununivers,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
208,208,olansile007,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
209,209,LeMichaelOsai,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
210,210,karranzzz,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
211,211,Gooner0001,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
212,212,JordanSimpson_,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
213,213,Lungelo_Wolf,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
214,214,mcfc03,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
215,215,ronewa_sit,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
216,216,YawPerfumedRice,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
217,217,suaverson,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
218,218,DixonCider____,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
219,219,dela_de_nye,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
220,220,tommyoconnor_,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
221,221,DrTSquare,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
222,222,heywoodAFC,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
223,223,AgyemangKay,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
224,224,benmaher1991,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
225,225,arsenalftw,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
226,226,RaheemTheDrea20,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
227,227,blvkie_,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
228,228,big_tezzs,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
229,229,KTArmstrong24,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
230,230,Joelmattip_,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
231,231,1Fahdmoh,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
232,232,kageso_dejudgeI,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
233,233,TejaLaKisauni,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
234,234,CFCBurt89,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
235,235,bwwfc3,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
236,236,MickyAntonio9,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
237,237,_haalandhive,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
238,238,Palatao_Bola,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
239,239,SOI__95,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
240,240,HaydonLDN2,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
241,241,fearghalydon,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
242,242,mcfc_yashay,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
243,243,Tebxtso,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
244,244,ejide_michael,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
245,245,ShivaVaragandhi,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
246,246,Hedonist2412,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
247,247,Lio_Nathan,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
248,248,Aloziee29,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
249,249,rainycarp,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
250,250,vho_Makhitha,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
251,251,aymaustin,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
252,252,blaise_99,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
253,253,KevinDurant7_,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
254,254,senjuxuchiha,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
255,255,TO_Ldn_Mcr,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
256,256,Feranmi_1,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
257,257,marvell_rebecca,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
258,258,Benzinh0,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
259,259,TheNormalOne33,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
260,260,MedleyDave,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
261,261,khayyamovic,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
262,262,MarveyNeche,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
263,263,saraTHecaptain,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
264,264,_max110,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
265,265,NotReaIlySure,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
266,266,MadMagicianMax,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
267,267,philwalton10,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
268,268,Fai_aj32,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
269,269,Scoyzz,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
270,270,Lungelo_Luigi,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
271,271,liederletsoalo,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
272,272,TheRealMoh23,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
273,273,gregwhittaker7,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
274,274,archiedearie,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
275,275,ErasmusAgbo,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
276,276,Skery_GH,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
277,277,stiffchocolate5,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
278,278,Timbah_,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
279,279,musiimeoscar1,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
280,280,CallumLee1606,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
281,281,2kbarn3s,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
282,282,life_of_bryan_,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
283,283,stere0hype,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
284,284,JonW1995,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
285,285,bobby_kwaku,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
286,286,jume__,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
287,287,Bashir__Gamawa,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
288,288,Joshuadunn__,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
289,289,Fardyantoo,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
290,290,__wa1877,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
291,291,John_Fl0w,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
292,292,SamsGinger,"RT @TheRealDanielW3: Sancho had a higher transfer fee than haaland, is on higher wages than haaland and also signed a 5 year contract. Wher…",0.0,1.0,0.0,0.0,Neutral
